"Release_Number","Localized_Title_EN","System","Publisher","Country","Language","Genre","Release_Date","Dump_Group","Dump_Directory_Name","Dump_File_Name","Dump_Date","Internal_Title","Internal_Serial","Internal_Version","Complement_Check","CRC32","ROM_Size","Save_Type","Comments","Release_Notes"
"94","Tang Tang","GameBoy Advance","Take 2","USA","English","","","Mode7","","m7-tang.zip","2001-08-30","TANG TANG","AGB-ATAE-USA","1.0","59h","F5F0C143h","32 Mbit","EEPROM_V121 (4Kbit)","",""
"95","Advance Wars","GameBoy Advance","Nintendo","USA","English","","","Mode7","","m7-awars.zip","2001-09-01","ADVANCEWARS","AGB-AWRE-USA","1.0","92h","DBEF116Ch","32 Mbit","FLASH_V121 (512Kbit)","",""
"96","F-14 Tomcat","GameBoy Advance","Majesco Sales","USA","English","","","Mode7","","m7-f14tc.zip","2001-09-01","F14-TOMCAT","AGB-AFTE-USA","1.0","15h","1428FE1Ch","32 Mbit","No Save","",""
"97","Love Hina Advance","GameBoy Advance","MMV","Japan","Japanese","","","Eurasia","","eur-lovh.zip","2001-09-05","LOVEHINAADVA","AGB-ALHJ-JPN","1.0","39h","B8E67449h","64 Mbit","EEPROM_V121 (4Kbit)","",""
"98","Men in Black - The Series","GameBoy Advance","Crave Entertainment","Europe","English","","","Eurasia","","eur-mib.zip","2001-09-05","MEN IN BLACK","AGB-AMIP-EUR","1.0","88h","56BA6858h","32 Mbit","No Save","",""
"99","ESPN Final Round Golf","GameBoy Advance","Konami","Europe","English","","","Paracox","","pcx-espn.zip","2001-09-05","ESPN GOLF","AGB-AGRP-EUR","1.0","34h","BB999B45h","64 Mbit","FLASH_V124 (512Kbit)","",""
"100","Medarot Navi - Kuwagata Version","GameBoy Advance","Imagineer","Japan","Japanese","","","Eurasia","","eur-mnku.zip","2001-09-06","MEDAROTNVKWG","AGB-AVIJ-JPN","1.0","12h","E83D07D6h","64 Mbit","FLASH_V124 (512Kbit)","",""
"101","Medarot Navi - Kabuto Version","GameBoy Advance","Imagineer","Japan","Japanese","","","Eurasia","","eur-mnka.zip","2001-09-06","MEDAROTNVKBT","AGB-ANAJ-JPN","1.0","2Ah","15450B63h","64 Mbit","FLASH_V124 (512Kbit)","",""
"102","Atlantis - The Lost Empire","GameBoy Advance","THQ","USA","English","","","Eurasia","","eur-atle.zip","2001-09-06","ATLANTIS","AGB-ATLE-USA","1.0","5Ch","55DA9515h","32 Mbit","No Save","","+7 Trainer included.
- Unlimited Health
- Unlimited Lives
- Disabling the Time
- Maximum of Crystals
- Unlimited Items
- Level Selector
- Ingame Item Selector (by pressing Select during the game)"
"103","Jurassic Park III - Park Builder","GameBoy Advance","Konami","Europe","Multi 5","","","Eurasia","","eur-jpbe.zip","2001-09-07","JP3PARKBUILD","AGB-AJ3P-EUR","1.0","63h","94E64B4Ch","32 Mbit","SRAM_F_V102 (256Kbit)","",""
"104","Tetris Worlds","GameBoy Advance","THQ","USA","English","","","Menace","","mnc-ttrs.zip","2001-09-07","TETRISWORLDS","AGB-ATWE-USA","1.0","FBh","7B729804h","32 Mbit","No Save","",""
"105","Mario Kart - Super Circuit","GameBoy Advance","Nintendo","Europe","English","Racing","","Cezar","","c-mkrteu.zip","2001-09-07","MARIO KART","AGB-AMKP-EUR","1.0","FDh","20025842h","32 Mbit","FLASH_V124 (512Kbit)","","An ips patch which converts the USA version into the EUR version.

Known Dupe: rck-mk-e.zip (2001-09-04)"
"106","Robot Ponkotto 2 - Ring Version","GameBoy Advance","Hudson","Japan","Japanese","","","Eurasia","","eur-rp2r.zip","2001-09-10","ROBOPON2RING","AGB-ARPJ-JPN","1.0","3Ah","63329BDAh","32 Mbit","FLASH_V126 (512Kbit)","",""
"107","Robot Ponkotto 2 - Cross Version","GameBoy Advance","Hudson","Japan","Japanese","","","Eurasia","","eur-rp2c.zip","2001-09-10","ROBOPON2CROS","AGB-ACVJ-JPN","1.0","3Ch","DCAF2FD6h","32 Mbit","FLASH_V126 (512Kbit)","",""
"108","NFL Blitz 2002","GameBoy Advance","Midway","USA","English","","","Quartex","","qtx-nb22.zip","2001-09-12","NFLBLITZ2002","AGB-ABZE-USA","1.0","8Dh","8C748DCBh","32 Mbit","No Save","",""
"109","Gensou Suikoden Card Stories","GameBoy Advance","Konami","Japan","Japanese","","","Eurasia","","eur-gscs.zip","2001-09-12","GENSOU-CARD1","AGB-AGKJ-JPN","1.0","59h","5E67AAB4h","32 Mbit","No Save","",""
"110","ESPN X-Games - Skateboarding","GameBoy Advance","Konami","USA","English","","","Mode7","","m7-xgame.zip","2001-09-13","ESPN XG SK8B","AGB-AXSE-USA","1.0","7Eh","9766B309h","64 Mbit","EEPROM_V121 (4Kbit)","",""
"111","Super Robot Taisen A","GameBoy Advance","Banpresto","Japan","Japanese","","","Eurasia","","eur-srwa.zip","2001-09-14","SRWA","AGB-ASRJ-JPN","1.0","67h","2F6E9788h","64 Mbit","FLASH_V125 (512Kbit)","",""
"112","Rocket Power - Dream Scheme","GameBoy Advance","THQ","USA","English","","","Mode7","","m7-rpow.zip","2001-09-14","DREAMSCHEME","AGB-ARKE-USA","1.0","A1h","93961CB2h","32 Mbit","No Save","",""
"113","Klonoa - Empire of Dreams","GameBoy Advance","Namco","USA","English","","","Mode7","","m7-klnoa.zip","2001-09-15","KLONOA","AGB-AKLE-USA","1.0","E9h","63599423h","32 Mbit","EEPROM_V121 (4Kbit)","",""
"114","Jurassic Park III - Park Builder","GameBoy Advance","Konami","USA","English","","","-Q","","jp3pb-q.zip","2001-09-18","JP3PARKBUILD","AGB-AJ3E-USA","1.0","6Eh","EDDDCF19h","32 Mbit","SRAM_F_V102 (256Kbit)","",""
"115","Spider-Man - Mysterio's Menace","GameBoy Advance","Activision","USA","English","","","Mode7","","m7-spidr.zip","2001-09-19","SPIDERMAN MM","AGB-ASEE-USA","1.0","6Fh","7DC15415h","64 Mbit","No Save","",""
"116","Caesar's Palace Advance - Millennium Gold Edition","GameBoy Advance","Majesco Sales","USA","English","","","Mode7","","m7-caesp.zip","2001-09-19","CAESARPALACE","AGB-ACPE-USA","1.0","67h","D12ED8EC","64 Mbit","No Save","",""
"117","Field of Nine Digital Edition 2001","GameBoy Advance","Konami","Japan","Japanese","Sports","","Eurasia","","eur-foni.zip","2001-09-20","FO9DG01A","AGB-AF9J-JPN","1.0","D7h","4FD9C349h","64 Mbit","SRAM_V112 (256Kbit)","",""
"118","Backtrack","GameBoy Advance","Telegames","USA","English","","","Mode7","","m7-bktrk.zip","2001-09-20","BACKTRACK","AGB-ABKE-USA","1.0","36h","48539B4Bh","32 Mbit","EEPROM_V122 (4Kbit)","",""
"119","Morita Shogi Advance","GameBoy Advance","Hudson","Japan","Japanese","","","Cezar","","c-mrta.zip","2001-09-23","MORITASHOGI","AGB-AMSJ-JPN","1.0","77h","149E01B7h","32 Mbit","SRAM_V112 (256Kbit)","",""
"120","Rugrats - Castle Capers","GameBoy Advance","THQ","USA","English","","","Venom","","v-rugrat.zip","2001-09-25","CASTLECAPERS","AGB-ARGE-USA","1.0","49h","8AABD86Ah","32 Mbit","No Save","",""
"121","Power Rangers - Time Force","GameBoy Advance","THQ","USA","English","","","Mode7","","m7-power.zip","2001-09-25","PRTF","AGB-APRE-USA","1.0","7Eh","76CFAA9Bh","64 Mbit","No Save","","Overdumped"
"122","Z.O.E. 2173 Testament","GameBoy Advance","Konami","Japan","Japanese","","","Eurasia","","eur-zoe.zip","2001-09-26","Z.O.E 2173","AGB-AZEJ-JPN","1.0","7Bh","9FEEF66Dh","64 Mbit","FLASH_V126 (512Kbit)","",""
"123","Lady Sia","GameBoy Advance","TDK","Europe","Multi 6","","","Mode7","","m7-ladys.zip","2001-09-26","LADY SIA","AGB-ALDP-EUR","1.0","80h","A516CC74h","64 Mbit","EEPROM_V122 (4Kbit)","","Overdumped"
"124","High Heat - Major League Baseball 2002","GameBoy Advance","3DO","USA","English","","","Mode7","","m7-hhb22.zip","2001-09-26","HH MLB 2002","AGB-ASSE-USA","1.0","39h","D0F6407Bh","32 Mbit","EEPROM_V122 (4Kbit)","",""
"125","X-Men - Reign of Apocalypse","GameBoy Advance","Activision","USA","English","","","Venom","","v-xmenrr.zip","2001-09-26","XMENROA","AGB-AXME-USA","1.0","A5h","25F43491h","64 Mbit","EEPROM_V121 (4Kbit)","",""
"126","Dexter's Laboratory - Deesaster Strikes!","GameBoy Advance","BAM!","USA","Multi 5","","","Venom","","v-dexter.zip","2001-09-26","DLDEESASTER","AGB-ADLE-USA","1.0","89h","E948D412h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"127","MX 2002 Featuring Ricky Carmichael","GameBoy Advance","THQ","USA","English","","","Mode7","","m7-mx2k2.zip","2001-09-26","MX 2002","AGB-A2XE-USA","1.0","49h","0BF1DC56h","32 Mbit","No Save","",""
"128","Final Fight One","GameBoy Advance","Capcom","USA","English","","","Mode7","","m7-ffouf.zip","2001-09-26","FINAL FIGHT","AGB-AFFE-USA","1.0","DBh","052C9997h","32 Mbit","EEPROM_V121 (4Kbit)","",""
"129","Nobunaga no Yabou","GameBoy Advance","Koei","Japan","Japanese","","","Eurasia","","eur-nobu.zip","2001-09-27","NOBUNAGA","AGB-ANBJ-JPN","1.0","70h","ABB0C076h","64 Mbit","FLASH_V125 (512Kbit)","","Overdumped"
"130","Lego Bionicle","GameBoy Advance","LEGO Media","USA","Multi 2","","","Mode7","","m7-legbi.zip","2001-09-29","LEGO BIONICL","AGB-ALBE-USA","1.0","70h","3E5EC871h","64 Mbit","SRAM_V112 (256Kbit)","",""
"131","Lego Island 2 - The Brickster's Revenge","GameBoy Advance","LEGO Media","USA","Multi 2","","","Mode7","","m7-leg2.zip","2001-09-29","LEGO ISLAND","AGB-AL2E-USA","1.0","C5h","2A222BA5h","64 Mbit","SRAM_V112 (256Kbit)","",""
"132","Kiki Kaikai Advance","GameBoy Advance","Altron","Japan","Japanese","","","Eurasia","","eur-kiki.zip","2001-10-02","KIKIKAIKAIGA","AGB-AKIJ-JPN","1.0","4Eh","91E0D468h","64 Mbit","No Save","","Overdumped"
"133","Snood","GameBoy Advance","Destination Software","USA","English","","","Mode7","","m7-snood.zip","2001-10-02","SNOOD","AGB-ASQE-USA","1.0","42h","F1F1F148h","32 Mbit","No Save","",""
"134","Sports Illustrated For Kids - Baseball","GameBoy Advance","BAM!","USA","English","","","Venom","","v-sikbb.zip","2001-10-03","SIFKBASEBALL","AGB-AKBE-USA","1.0","59h","616088DFh","32 Mbit","SRAM_V112 (256Kbit)","",""
"135","Hatena Satena","GameBoy Advance","Hudson","Japan","Japanese","","","Eurasia","","eur-htst.zip","2001-10-03","HATENASATENA","AGB-AHSJ-JPN","1.0","55h","6139E34Dh","32 Mbit","SRAM_V110 (256Kbit)","",""
"136","The Wild Thornberrys - Chimp Chase","GameBoy Advance","THQ","USA","English","","","Venom","","v-wildtb.zip","2001-10-04","CHIMP CHASE","AGB-AWTE-USA","1.0","BCh","F0CA0689h","32 Mbit","No Save","",""
"137","Scooby-Doo and the Cyber Chase","GameBoy Advance","THQ","USA","English","","","Venom","","v-scooby.zip","2001-10-04","SCOOBY CYBER","AGB-ASDE-USA","1.0","61h","CF2DBA97h","32 Mbit","No Save","",""
"138","Sports Illustrated For Kids - Football","GameBoy Advance","BAM!","USA","English","","","Venom","","v-sikfb.zip","2001-10-04","SIFKFOOTBALL","AGB-AKFE-USA","1.0","38h","9972779Dh","32 Mbit","SRAM_V112 (256Kbit)","",""
"139","Boxing Fever","GameBoy Advance","Majesco Sales","USA","English","","","Lightforce","","lfc-bfev.zip","2001-10-14","BOXEM","AGB-ABOE-USA","1.0","43h","08A4FDC4h","64 Mbit","No Save","","Dupe independant release FF-boxfev.zip"
"140","Gyakuten Saiban","GameBoy Advance","Capcom","Japan","Japanese","","","Lightforce","","lfc-gyak.zip","2001-10-14","GYAKUTEN_SAI","AGB-ASBJ-JPN","1.0","25h","0D9F9697h","64 Mbit","SRAM_V112 (256Kbit)","",""
"141","Lego Island 2 - The Brickster's Revenge","GameBoy Advance","LEGO Media","Europe","Multi 8","","","Paradox","","pdx-leg2.zip","2001-10-17","LEGO ISLAND","AGB-AL2P-EUR","1.0","BAh","C7B5D987h","64 Mbit","SRAM_V112 (256Kbit)","",""
"142","Lady Sia","GameBoy Advance","TDK","USA","Multi 6","","","MUGS","","mugs-sia.zip","2001-10-17","LADY SIA","AGB-ALDE-USA","1.0","8Bh","9DB6A0ADh","64 Mbit","EEPROM_V122 (4Kbit)","",""
"143","Minna de Puyo Puyo","GameBoy Advance","Sega","Japan","Japanese","","","Eurasia","","eur-mdpp.zip","2001-10-18","MINNADE PUYO","AGB-APYJ-JPN","1.0","2Ch","857FB1EFh","64 Mbit","EEPROM_V122 (4Kbit)","",""
"144","Steven Gerrard's Total Soccer 2002","GameBoy Advance","Ubi Soft","Europe","Multi 6","","","Quartex","","qtx-ts22.zip","2001-10-18","TOTAL SOCCER","AGB-ATUP-EUR","1.0","4Fh","FF8A02A8h","64 Mbit","EEPROM_V122 (4Kbit)","","Overdumped"
"145","Denki Blocks!","GameBoy Advance","Denki","Europe","Multi 5","","","Quartex","","qtx-dba.zip","2001-10-18","DENKIBLOCKS!","AGB-ADBP-EUR","1.0","72h","238CDFADh","64 Mbit","EEPROM_V121 (4Kbit) (Patched)","","Overdumped"
"146","Prehistorik Man","GameBoy Advance","Titus","Europe","Multi 6","","","Venom","","v-prmanf.zip","2001-12-06","PREHISTO MAN","AGB-APHE-USA","1.0","63h","0D3B922Bh","32 Mbit","No Save","","Final store release.
Known beta: PrehistorikMan(MU6).zip (Fett1), repackaged by rapid Fire: rpf-preh.zip - 2001-10-19"
"147","Hello Kitty Collection Miracle","GameBoy Advance","Imagineer","Japan","Japanese","","","Lightforce","","lfc-hkcm.zip","2001-10-23","K/TMIRACLEFA","AGB-AKTJ-JPN","1.0","59h","C8F4D874h","64 Mbit","EEPROM_V121 (64Kbit)","",""
"148","European Super League","GameBoy Advance","Electronic Arts","Europe","Multi 5","","","Fett1","","europeansoccerleague.zip","2001-10-23","ESL_SOCCER","AGB-AELP-EUR","1.0","C6h","748AD738h","32 Mbit","No Save","","A later dupe was release by Lightforce as lfc-eusl.zip, 2001-10-23."
"149","Phalanx - The Enforce Fighter A-144","GameBoy Advance","Kemco","Japan","Japanese","","","Eurasia","","eur-phal.zip","2001-10-24","PHALANX","AGB-APXJ-JPN","1.0","A8h","5F419F32h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"150","Nakayoshi Mahjan Kaburiichi","GameBoy Advance","Konami","Japan","Japanese","","","NIL","","nil-mahj.zip","2001-10-24","NAKAYOSHI-KR","AGB-AKPJ-JPN","1.0","28h","D0C608F6h","32 Mbit","SRAM_V112 (256Kbit)","",""
"151","Hamster Monogatari 2","GameBoy Advance","Culture Brain","Japan","Japanese","","","Nil","","nil-hm2a.zip","2001-10-24","HAMSTAR2","AGB-AHBJ-JPN","1.0","77h","617724C5h","64 Mbit","SRAM_V110 (256Kbit)","",""
"152","ESPN X-Games - Skateboarding","GameBoy Advance","Konami","Japan","Japanese","","","Nil","","nil-xs8b.zip","2001-10-24","ESPN XG SK8B","AGB-AXSJ-JPN","1.0","79h","7ABD7E9Ah","64 Mbit","EEPROM_V121 (4Kbit)","",""
"153","Lego Bionicle","GameBoy Advance","LEGO Media","Europe","Multi 8","","","High Society","","hs-legob.zip","2001-10-24","LEGO BIONICL","AGB-ALBP-EUR","1.0","65h","121AB9C3h","64 Mbit","SRAM_V112 (256Kbit)","",""
"154","Monsters Inc.","GameBoy Advance","THQ","USA","English","","","Mode7","","m7-monst.zip","2001-10-25","MONSTERS,INC","AGB-AMXE-USA","1.0","36h","9059CFF6h","32 Mbit","No Save","",""
"155","Doom","GameBoy Advance","Activision","USA","English","","","Mode7","","m7-doom.zip","2001-10-26","AGB-DOOM","AGB-ADME-USA","1.0","ADh","618DCE25h","64 Mbit","EEPROM_V120 (4Kbit)","",""
"156","Dokodemo Taikyoku Yakuman Advance","GameBoy Advance","Nintendo","Japan","Japanese","","","Nil","","nil-yaku.zip","2001-10-26","YAKUMAN","AGB-AYAJ-JPN","1.0","B5h","C2424EDDh","64 Mbit","SRAM_F_V102 (256Kbit)","",""
"157","Tang Tang","GameBoy Advance","Take 2","Europe","Multi 6","","","Cezar","","c-tangm.zip","2001-10-29","TANG TANG","AGB-ATAP-EUR","1.0","4Eh","8BFB4CFEh","32 Mbit","EEPROM_V121 (4Kbit)","",""
"158","Lucky Luke - Wanted!","GameBoy Advance","Infogrames","Europe","Multi 6","","","Lightforce","","lfc-llwm.zip","2001-10-29","LUCKY LUKE W","AGB-ALLP-EUR","1.0","71h","F12F29A9h","32 Mbit","No Save","",""
"159","Spyro - Season of Ice","GameBoy Advance","Vivendi","Europe","Multi 5","","","Eurasia","","eur-spyr.zip","2001-10-30","SPYRO","AGB-ASYP-EUR","1.0","FCh","AFD25827h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"160","Spyro - Season of Ice","GameBoy Advance","Vivendi","USA","English","","","Lightforce","","lfc-spyr.zip","2001-10-30","SPYRO","AGB-ASYE-USA","1.0","07h","2F2389D2h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"161","Batman Vengeance","GameBoy Advance","Ubi Soft","USA","Multi 3","","","Venom","","v-batman.zip","2001-10-31","BATMAN-VENGE","AGB-ABTE-USA","1.0","7Bh","9FA17935h","64 Mbit","No Save","",""
"162","Super Street Fighter II Turbo Revival","GameBoy Advance","Capcom","Europe","English","","","High Society","","hs-ssf2x.zip","2001-10-31","SSF2TREVIVAL","AGB-AXRP-EUR","1.0","23h","461B4590h","64 Mbit","EEPROM_V121 (4Kbit)","",""
"163","Kao the Kangaroo","GameBoy Advance","Titus","USA","Multi 6","","","Paracox","","pcx-kaok.zip","2001-10-31","KAOTHEKANGAR","AGB-AKKE-USA","1.0","5Fh","F6667B3Eh","32 Mbit","No Save","",""
"164","WWF - Road to Wrestlemania","GameBoy Advance","THQ","USA","English","","","Eurasia","","eur-rtwm.zip","2001-11-01","WWF_ROAD_WM","AGB-AWFE-USA","1.0","43h","8D3B116Eh","32 Mbit","No Save","",""
"165","MegaMan Battle Network","GameBoy Advance","Capcom","USA","English","","","Venom","","v-megman.zip","2001-11-01","MEGAMAN_BN","AGB-AREE-USA","1.0","E7h","1D347971h","64 Mbit","SRAM_V112 (256Kbit)","",""
"166","Gadget Racers","GameBoy Advance","Conspiracy","USA","English","","","Eurasia","","eur-gadg.zip","2001-11-01","GADGETRACERS","AGB-AQAE-USA","1.0","3Eh","95DD156Ah","32 Mbit","SRAM_V112 (256Kbit)","",""
"167","Gradius Advance","GameBoy Advance","Konami","Europe","English","","","Eurasia","","eur-grad.zip","2001-11-02","GRADIUSADVAN","AGB-AGAP-EUR","1.0","4Ah","574E71D0h","32 Mbit","EEPROM_V122 (4Kbit) (Patched)","",""
"168","M&M's Blast!","GameBoy Advance","Majesco Sales","USA","English","","","Lightforce","","lfc-mmsb.zip","2001-11-04","MMBLAST","AGB-AMLE-USA","1.0","A6h","AD38C301h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"169","Wario Land 4","GameBoy Advance","Nintendo","Europe","English","","","Mode7","","m7-warl4.zip","2001-11-06","WARIOLANDE","AGB-AWAE-USA","1.0","ECh","89F7FBBDh","64 Mbit","SRAM_V112 (256Kbit)","",""
"170","Hikaru no Go","GameBoy Advance","Konami","Japan","Japanese","","","Independent","","dum-higo.zip","2001-11-06","HIKARUNOGO","AGB-AHKJ-JPN","1.0","C7h","5A6C7537h","64 Mbit","SRAM_F_V102 (256Kbit)","",""
"171","Golden Sun","GameBoy Advance","Nintendo","USA","English","","","Mode7","","m7-gsun.zip","2001-11-07","Golden_Sun_A","AGB-AGSE-USA","1.0","42h","E1FB68E8h","64 Mbit","FLASH_V123 (512Kbit)","",""
"172","Donald Duck Advance","GameBoy Advance","Ubi Soft","Europe","Multi 5","","","Paracox","","pcx-ddad.zip","2001-11-07","DONALD DUCK","AGB-ADKP-EUR","1.0","D3h","4C086A5Eh","64 Mbit","No Save","",""
"173","Harry Potter and the Sorcerer's Stone","GameBoy Advance","Electronic Arts","USA","Multi 12","","","Lightforce","","lfc-hpss.zip","2001-11-07","HARRY POTTER","AGB-AHRE-USA","1.0","3Eh","F755065Ch","64 Mbit","EEPROM_V122 (4Kbit)","",""
"174","Batman Vengeance","GameBoy Advance","Ubi Soft","Europe","Multi 6","","","Rapid Fire","","rpf-bvm6.zip","2001-11-08","BATMAN-VENGE","AGB-ABTP-EUR","1.0","70h","783AC0C7h","64 Mbit","No Save","",""
"175","Jackie Chan Adventures - Legend of the Dark Hand","GameBoy Advance","Activision","USA","English","","","Mode7","","m7-jcldh.zip","2001-11-08","JACKIECHANDH","AGB-AJCE-USA","1.0","8Ah","79546F6Ah","32 Mbit","EEPROM_V120 (4Kbit)","",""
"176","Alienators - Evolution Continues","GameBoy Advance","Activision","USA","English","","","Mode7","","m7-aec.zip","2001-11-08","ALIENATORS","AGB-AEVE-USA","1.0","D7h","A63C8512h","32 Mbit","No Save","",""
"177","SpongeBob SquarePants - SuperSponge","GameBoy Advance","THQ","USA","English","","","Eurasia","","eur-sbsp.zip","2001-11-08","SBSP SS","AGB-ASPE-USA","1.0","BBh","98AD67E6h","32 Mbit","No Save","",""
"178","Jimmy Neutron - Boy Genius","GameBoy Advance","THQ","USA","English","","","Eurasia","","eur-jnbj.zip","2001-11-08","JIMMYNEUTRON","AGB-AJNE-USA","1.0","13h","D3EE0C51h","32 Mbit","No Save","",""
"179","Inspector Gadget - Advance Mission","GameBoy Advance","LSP","Europe","Multi 6","","","Eurasia","","eur-igp5.zip","2001-11-13","INSPECTOR GA","AGB-AIGP-EUR","1.0","42h","520C4C6Ah","32 Mbit","No Save","",""
"180","Tweety and The Magic Gems","GameBoy Advance","Kemco","USA","English","","","Independent","","ind-twee.zip","2001-11-13","TWEETY MAGIC","AGB-ATME-USA","1.0","4Ah","2DA5C91Eh","32 Mbit","SRAM_V112 (256Kbit)","",""
"181","Star Wars - Jedi Power Battles","GameBoy Advance","THQ","USA","English","","","Eurasia","","eur-swjp.zip","2001-11-14","JEDIPOWERBAT","AGB-ASWE-USA","1.0","32h","3F19E156h","64 Mbit","No Save","",""
"182","Midnight Club - Street Racing","GameBoy Advance","Destination Software","USA","English","","","Lightforce","","lfc-mcsr.zip","2001-11-15","MIDNIGHTCLUB","AGB-AMQE-USA","1.0","51h","4ADD1C38h","64 Mbit","No Save","","Overdumped"
"183","Mat Hoffman's Pro BMX","GameBoy Advance","Activision","USA","English","","","Lightforce","","lfc-mhpb.zip","2001-11-15","MH PRO BMX","AGB-AHOE-USA","1.0","20h","4C046529h","64 Mbit","EEPROM_V122 (4Kbit)","","Overdumped"
"184","Razor Freestyle Scooter","GameBoy Advance","Crave Entertainment","USA","English","","","Lightforce","","lfc-rzfs.zip","2001-11-15","RAZOR FREEST","AGB-ARFE-USA","1.0","2Eh","7501E8D0h","64 Mbit","No Save","","Overdumped"
"185","Super Bust-A-Move","GameBoy Advance","Ubi Soft","Europe","Multi 5","","","Eurasia","","eur-sbam.zip","2001-11-15","BUSTAMOVEGBA","AGB-ABMP-EUR","1.0","4Ch","6BFD2915h","32 Mbit","No Save","",""
"186","Dokapon - Monster Hunter","GameBoy Advance","Ubi Soft","USA","English","","","Menace","","mnc-doka.zip","2001-11-15","DOKAPON","AGB-ADQE-USA","1.0","A6h","5617E407h","64 Mbit","SRAM_F_V102 (256Kbit)","",""
"187","International Superstar Soccer","GameBoy Advance","Konami","Europe","English","","","Eurasia","","eur-isse.zip","2001-11-16","I.S.S. AGB","AGB-AISP-EUR","1.0","0Ch","B7374BA2h","64 Mbit","EEPROM_V120 (64Kbit) (Patched)","",""
"188","Atlantis - The Lost Empire","GameBoy Advance","THQ","Europe","Multi 6","","","Lightforce","","lfc-atlm.zip","2001-11-16","ATLANTIS","AGB-ATLX-EUU","1.0","49h","B3948DBCh","32 Mbit","No Save","",""
"189","4V4 Arashi Get The Goal","GameBoy Advance","Konami","Japan","Japanese","","","Quartex","","qtx-4v4a.zip","2001-11-16","4V4 ARASHI","AGB-A4VJ-JPN","1.0","31h","CE987F90h","64 Mbit","SRAM_F_V102 (256Kbit)","",""
"190","Nancy Drew - Message in a Haunted Mansion","GameBoy Advance","Dreamcatcher","USA","English","","","Eurasia","","eur-drew.zip","2001-11-16","NANCYDREWMHM","AGB-ANDE-USA","1.0","21h","7652CD25h","32 Mbit","No Save","",""
"191","The Powerpuff Girls - Mojo Jojo A-Go-Go","GameBoy Advance","BAM!","USA","Multi 6","","","Mode7","","m7-ppgmj.zip","2001-11-19","PPG MOJOGOGO","AGB-APTE-USA","1.0","3Dh","A30390B8h","64 Mbit","EEPROM_V122 (4Kbit)","","Overdumped"
"192","Madden NFL 2002","GameBoy Advance","Electronic Arts","USA","English","","","Lightforce","","lfc-md22.zip","2001-11-20","MADDEN NFL02","AGB-A2ME-USA","1.0","D2h","8E797ECDh","32 Mbit","EEPROM_V122 (4Kbit)","",""
"193","Frogger's Adventures - Temple of the Frog","GameBoy Advance","Konami","USA","Multi 5","","","Lightforce","","lfc-frog.zip","2001-11-21","FROG: TEMPLE","AGB-AFRE-USA","1.0","6Fh","2EB9EEE6h","32 Mbit","EEPROM_V121 (4Kbit)","",""
